Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1270        23.20*C        25.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1271        23.20*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1272        21.05*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1273        45.65*C        39.10*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.06*C        1274        61.87*C        47.58*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1275        5.69*C        13.43*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1276        24.60*C        25.03*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1277        9.88*C        17.40*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1278        13.32*C        19.33*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1279        16.54*C        21.37*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1280        21.48*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1281        21.05*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.28*C        1282        27.28*C        27.60*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.28*C        1283        35.88*C        32.87*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1284        48.01*C        38.78*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1285        33.30*C        29.22*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.39*C        1286        1.93*C        12.89*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.28*C        11.28*C        1287        9.56*C        17.51*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.28*C        11.39*C        1288        16.65*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.39*C        1289        25.03*C        25.99*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.39*C        1290        14.93*C        19.98*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1291        17.40*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.28*C        1292        19.87*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1293        19.23*C        22.45*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1294        20.62*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.39*C        1295        22.02*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.39*C        1296        21.27*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.39*C        1297        17.19*C        21.27*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1298        21.80*C        24.06*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.49*C        1299        13.43*C        18.90*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1300        23.20*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1301        13.43*C        19.12*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1302        24.60*C        25.67*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.49*C        1303        11.71*C        17.94*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1304        26.53*C        26.85*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1305        22.99*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.39*C        1306        8.16*C        16.00*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1307        25.56*C        26.10*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1308        13.21*C        19.12*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1309        33.51*C        31.36*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1310        14.82*C        20.09*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1311        17.08*C        21.27*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1312        18.58*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.49*C        1313        17.29*C        21.27*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1314        15.79*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1315        16.33*C        20.73*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.39*C        1316        18.80*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1317        18.90*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1318        36.73*C        33.51*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.39*C        1319        13.43*C        19.33*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.49*C        1320        15.36*C        20.19*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.39*C        1321        31.15*C        29.22*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.39*C        1322        38.78*C        35.45*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.49*C        1323        7.30*C        15.57*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.60*C        1324        13.96*C        19.23*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.49*C        1325        15.36*C        20.09*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.60*C        1326        16.33*C        20.73*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.49*C        1327        15.57*C        20.19*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.60*C        1328        16.22*C        20.62*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.49*C        1329        13.64*C        18.58*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.60*C        1330        16.22*C        20.52*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.60*C        1331        17.29*C        21.16*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.60*C        1332        21.48*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.60*C        1333        30.18*C        29.00*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.60*C        1334        14.82*C        19.76*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.60*C        1335        15.04*C        19.87*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.71*C        1336        15.15*C        19.98*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.60*C        1337        14.61*C        19.55*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.60*C        1338        39.10*C        33.40*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.60*C        1339        52.52*C        43.18*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.71*C        1340        31.47*C        29.75*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.60*C        1341        11.92*C        18.37*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.60*C        1342        15.57*C        20.30*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.60*C        1343        11.92*C        17.94*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        11.60*C        1344        15.79*C        20.30*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.53*C        11.60*C        1345        13.00*C        18.69*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        11.60*C        1346        14.72*C        19.66*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        11.60*C        1347        15.90*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.60*C        1348        18.58*C        21.91*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        11.49*C        1349        43.82*C        36.31*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        11.49*C        1350        69.71*C        53.06*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.49*C        1351        34.05*C        31.47*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.06*C        11.49*C        1352        29.75*C        28.68*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.49*C        1353        2.15*C        11.28*C

        25.00*A        0.05*mV        1.25*Watt        34.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.49*C        1354        1.61*C        12.67*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.49*C        1355        11.17*C        17.72*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.49*C        1356        16.33*C        20.62*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.39*C        1357        28.89*C        28.46*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.39*C        1358        34.48*C        31.69*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.39*C        1359        20.73*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.49*C        1360        13.32*C        18.05*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.39*C        1361        61.22*C        47.80*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1362        24.17*C        25.56*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.39*C        1363        19.66*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1364        19.87*C        22.88*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.28*C        1365        20.30*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.39*C        1366        21.80*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.28*C        1367        19.44*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1368        22.88*C        24.60*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.39*C        1369        21.37*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1370        23.20*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.39*C        1371        2.79*C        12.57*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1372        25.89*C        27.28*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1373        12.03*C        17.94*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1374        23.74*C        25.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.28*C        1375        55.10*C        44.15*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.28*C        1376        2.69*C        13.10*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1377        23.09*C        25.35*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1378        8.06*C        16.43*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1379        52.74*C        43.61*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1380        21.59*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.28*C        11.17*C        1381        30.08*C        29.43*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.28*C        11.06*C        1382        21.37*C        24.38*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.28*C        11.17*C        1383        19.76*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1384        19.98*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.28*C        11.17*C        1385        29.75*C        28.79*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.28*C        1386        2.90*C        13.00*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1387        2.47*C        13.32*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.28*C        1388        7.20*C        16.22*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1389        6.77*C        16.00*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1390        33.94*C        30.83*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.06*C        1391        46.40*C        39.74*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1392        32.98*C        30.93*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1393        18.15*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1394        22.56*C        24.60*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1395        19.01*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1396        23.42*C        25.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1397        32.44*C        30.40*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1398        26.75*C        26.96*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1399        27.28*C        27.50*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1400        29.65*C        28.89*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1401        28.36*C        28.14*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1402        26.53*C        27.07*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1403        19.55*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1404        24.92*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1405        22.45*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1406        17.72*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1407        27.93*C        28.14*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        10.96*C        1408        15.57*C        20.73*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1409        18.26*C        22.34*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1410        19.44*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1411        23.42*C        25.03*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1412        20.52*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.71*C        11.06*C        1413        15.90*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.71*C        11.17*C        1414        19.76*C        23.20*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1415        40.28*C        35.02*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1416        23.09*C        25.13*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1417        23.52*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1418        21.91*C        24.60*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1419        28.68*C        28.57*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1420        21.59*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1421        20.95*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1422        14.29*C        20.09*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1423        14.07*C        19.98*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1424        16.65*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1425        16.33*C        21.37*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1426        15.79*C        20.95*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1427        16.86*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1428        16.54*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1429        14.61*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.28*C        1430        16.65*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1431        26.10*C        27.60*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1432        23.85*C        25.56*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1433        11.28*C        18.47*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1434        83.14*C        64.66*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.28*C        1435        15.68*C        20.95*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1436        5.91*C        15.36*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1437        5.05*C        15.47*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.28*C        1438        6.87*C        16.54*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.17*C        1439        13.10*C        19.55*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1440        12.14*C        19.12*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1441        14.82*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1442        37.92*C        33.94*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1443        22.45*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1444        13.21*C        19.12*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1445        16.54*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1446        14.50*C        20.19*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1447        8.70*C        17.08*C

